descripcion,decision,equipo,estadio,arbitro
Minuto 52: Enzo Pérez protagoniza una jugada polémica en Libertadores de América entre River Plate.,Gol anulado,Liverpool,Libertadores de América,Darío Herrera
Minuto 3: Julián Álvarez protagoniza una jugada polémica en Etihad entre Independiente.,Gol anulado,Manchester United,Libertadores de América,Darío Herrera
Minuto 19: Enzo Pérez protagoniza una jugada polémica en Anfield entre Independiente.,Roja,Boca Juniors,Monumental,Fernando Rapallini
Minuto 13: Enzo Pérez protagoniza una jugada polémica en Old Trafford entre Manchester United.,Amarilla,Manchester United,Old Trafford,Darío Herrera
Minuto 40: Alan Velasco protagoniza una jugada polémica en Etihad entre Liverpool.,Amarilla,Boca Juniors,Old Trafford,Michael Oliver
Minuto 33: Erling Haaland protagoniza una jugada polémica en Anfield entre Independiente.,Penal,Manchester United,Old Trafford,Michael Oliver
Minuto 11: Alan Velasco protagoniza una jugada polémica en Anfield entre Manchester United.,Gol válido,River Plate,Bombonera,Wilton Sampaio
Minuto 3: Bruno Fernandes protagoniza una jugada polémica en Anfield entre Manchester United.,Gol anulado,Manchester United,Libertadores de América,Michael Oliver
Minuto 11: Bruno Fernandes protagoniza una jugada polémica en Old Trafford entre Manchester City.,No penal,Boca Juniors,Etihad,Darío Herrera
Minuto 35: Alan Velasco protagoniza una jugada polémica en Anfield entre Manchester City.,Amarilla,Boca Juniors,Anfield,Anthony Taylor
Minuto 37: Erling Haaland protagoniza una jugada polémica en Libertadores de América entre River Plate.,Penal,Liverpool,Anfield,Michael Oliver
Minuto 29: Alan Velasco protagoniza una jugada polémica en Old Trafford entre Boca Juniors.,No penal,Independiente,Old Trafford,Wilton Sampaio
Minuto 89: Alan Velasco protagoniza una jugada polémica en Anfield entre Manchester City.,Offside,Manchester United,Old Trafford,Facundo Tello
Minuto 79: Julián Álvarez protagoniza una jugada polémica en Old Trafford entre Manchester United.,Roja,Manchester City,Bombonera,Darío Herrera
Minuto 50: Edinson Cavani protagoniza una jugada polémica en Etihad entre Independiente.,Roja,River Plate,Anfield,Michael Oliver
Minuto 48: Julián Álvarez protagoniza una jugada polémica en Anfield entre Independiente.,Roja,Liverpool,Libertadores de América,Anthony Taylor
Minuto 62: Julián Álvarez protagoniza una jugada polémica en Bombonera entre River Plate.,No penal,Manchester City,Libertadores de América,Michael Oliver
Minuto 44: Edinson Cavani protagoniza una jugada polémica en Anfield entre Boca Juniors.,Roja,Manchester City,Libertadores de América,Facundo Tello
Minuto 33: Erling Haaland protagoniza una jugada polémica en Libertadores de América entre River Plate.,Roja,Manchester City,Libertadores de América,Darío Herrera
Minuto 67: Bruno Fernandes protagoniza una jugada polémica en Anfield entre River Plate.,No penal,River Plate,Etihad,Wilton Sampaio
Minuto 72: Erling Haaland protagoniza una jugada polémica en Libertadores de América entre Boca Juniors.,Gol anulado,Liverpool,Libertadores de América,Fernando Rapallini
Minuto 7: Enzo Pérez protagoniza una jugada polémica en Anfield entre Manchester City.,Amarilla,Manchester United,Monumental,Fernando Rapallini
Minuto 42: Bruno Fernandes protagoniza una jugada polémica en Etihad entre Manchester United.,Offside,River Plate,Old Trafford,Anthony Taylor
Minuto 27: Bruno Fernandes protagoniza una jugada polémica en Bombonera entre Manchester United.,Amarilla,Boca Juniors,Etihad,Facundo Tello
Minuto 3: Enzo Pérez protagoniza una jugada polémica en Libertadores de América entre River Plate.,Amarilla,Manchester United,Bombonera,Darío Herrera
Minuto 38: Julián Álvarez protagoniza una jugada polémica en Old Trafford entre Manchester United.,Roja,River Plate,Etihad,Anthony Taylor
Minuto 60: Erling Haaland protagoniza una jugada polémica en Libertadores de América entre Boca Juniors.,Amarilla,Independiente,Old Trafford,Michael Oliver
Minuto 56: Erling Haaland protagoniza una jugada polémica en Old Trafford entre River Plate.,Gol válido,Manchester United,Bombonera,Wilton Sampaio
Minuto 1: Julián Álvarez protagoniza una jugada polémica en Etihad entre Independiente.,Penal,Manchester United,Bombonera,Fernando Rapallini
Minuto 90: Bruno Fernandes protagoniza una jugada polémica en Etihad entre Boca Juniors.,Gol válido,Liverpool,Old Trafford,Michael Oliver
Minuto 22: Edinson Cavani protagoniza una jugada polémica en Monumental entre Boca Juniors.,Penal,Manchester United,Monumental,Darío Herrera
Minuto 85: Bruno Fernandes protagoniza una jugada polémica en Anfield entre Manchester United.,Gol anulado,Boca Juniors,Libertadores de América,Anthony Taylor
Minuto 32: Edinson Cavani protagoniza una jugada polémica en Anfield entre Boca Juniors.,Offside,Manchester City,Anfield,Facundo Tello
Minuto 12: Enzo Pérez protagoniza una jugada polémica en Old Trafford entre Independiente.,Penal,Boca Juniors,Etihad,Michael Oliver
Minuto 63: Julián Álvarez protagoniza una jugada polémica en Old Trafford entre Manchester United.,Gol válido,River Plate,Bombonera,Michael Oliver
Minuto 7: Enzo Pérez protagoniza una jugada polémica en Etihad entre Boca Juniors.,Gol anulado,Manchester City,Etihad,Darío Herrera
Minuto 87: Julián Álvarez protagoniza una jugada polémica en Old Trafford entre Independiente.,Offside,River Plate,Libertadores de América,Wilton Sampaio
Minuto 54: Julián Álvarez protagoniza una jugada polémica en Anfield entre Manchester United.,Gol anulado,Manchester United,Old Trafford,Wilton Sampaio
Minuto 28: Julián Álvarez protagoniza una jugada polémica en Bombonera entre River Plate.,Amarilla,Independiente,Libertadores de América,Fernando Rapallini
Minuto 21: Bruno Fernandes protagoniza una jugada polémica en Etihad entre Independiente.,No penal,River Plate,Libertadores de América,Fernando Rapallini
Minuto 20: Julián Álvarez protagoniza una jugada polémica en Monumental entre Boca Juniors.,Offside,Manchester City,Etihad,Anthony Taylor
Minuto 3: Edinson Cavani protagoniza una jugada polémica en Libertadores de América entre Independiente.,Amarilla,Manchester City,Etihad,Facundo Tello
Minuto 32: Julián Álvarez protagoniza una jugada polémica en Etihad entre Independiente.,Gol válido,Manchester City,Anfield,Wilton Sampaio
Minuto 85: Bruno Fernandes protagoniza una jugada polémica en Bombonera entre Liverpool.,Gol anulado,Manchester City,Bombonera,Michael Oliver
Minuto 43: Julián Álvarez protagoniza una jugada polémica en Monumental entre Manchester United.,Amarilla,River Plate,Etihad,Darío Herrera
Minuto 37: Bruno Fernandes protagoniza una jugada polémica en Anfield entre Independiente.,Amarilla,Independiente,Libertadores de América,Facundo Tello
Minuto 63: Alan Velasco protagoniza una jugada polémica en Libertadores de América entre Liverpool.,Roja,Liverpool,Monumental,Facundo Tello
Minuto 53: Alan Velasco protagoniza una jugada polémica en Anfield entre River Plate.,No penal,Independiente,Libertadores de América,Wilton Sampaio
Minuto 60: Erling Haaland protagoniza una jugada polémica en Anfield entre Boca Juniors.,Gol válido,Manchester City,Old Trafford,Fernando Rapallini
Minuto 33: Edinson Cavani protagoniza una jugada polémica en Bombonera entre Boca Juniors.,Roja,Liverpool,Monumental,Michael Oliver
Minuto 68: Edinson Cavani protagoniza una jugada polémica en Anfield entre River Plate.,Gol válido,Independiente,Old Trafford,Anthony Taylor
Minuto 4: Erling Haaland protagoniza una jugada polémica en Etihad entre Manchester City.,Offside,Independiente,Etihad,Darío Herrera
Minuto 60: Alan Velasco protagoniza una jugada polémica en Old Trafford entre Manchester City.,Offside,Manchester United,Monumental,Fernando Rapallini
Minuto 82: Erling Haaland protagoniza una jugada polémica en Bombonera entre Manchester United.,No penal,Boca Juniors,Monumental,Anthony Taylor
Minuto 48: Enzo Pérez protagoniza una jugada polémica en Libertadores de América entre River Plate.,Amarilla,Liverpool,Etihad,Michael Oliver
Minuto 20: Erling Haaland protagoniza una jugada polémica en Etihad entre Independiente.,No penal,Manchester United,Libertadores de América,Anthony Taylor
Minuto 49: Alan Velasco protagoniza una jugada polémica en Bombonera entre Manchester United.,Offside,Independiente,Etihad,Anthony Taylor
Minuto 82: Alan Velasco protagoniza una jugada polémica en Libertadores de América entre Liverpool.,Gol válido,Manchester City,Libertadores de América,Darío Herrera
Minuto 15: Alan Velasco protagoniza una jugada polémica en Bombonera entre River Plate.,Amarilla,Manchester United,Etihad,Michael Oliver
Minuto 31: Enzo Pérez protagoniza una jugada polémica en Etihad entre Boca Juniors.,Offside,River Plate,Monumental,Anthony Taylor
Minuto 75: Bruno Fernandes protagoniza una jugada polémica en Bombonera entre Manchester City.,Gol anulado,River Plate,Libertadores de América,Darío Herrera
Minuto 13: Bruno Fernandes protagoniza una jugada polémica en Old Trafford entre Independiente.,Roja,Boca Juniors,Anfield,Anthony Taylor
Minuto 76: Bruno Fernandes protagoniza una jugada polémica en Anfield entre Boca Juniors.,Roja,River Plate,Monumental,Facundo Tello
Minuto 87: Edinson Cavani protagoniza una jugada polémica en Libertadores de América entre Liverpool.,Roja,Manchester City,Old Trafford,Wilton Sampaio
Minuto 48: Julián Álvarez protagoniza una jugada polémica en Old Trafford entre Manchester United.,Gol válido,Independiente,Monumental,Wilton Sampaio
Minuto 83: Bruno Fernandes protagoniza una jugada polémica en Anfield entre Liverpool.,Amarilla,Boca Juniors,Anfield,Anthony Taylor
Minuto 87: Alan Velasco protagoniza una jugada polémica en Bombonera entre Boca Juniors.,No penal,Manchester United,Monumental,Wilton Sampaio
Minuto 18: Edinson Cavani protagoniza una jugada polémica en Libertadores de América entre Independiente.,Gol anulado,Manchester City,Etihad,Fernando Rapallini
Minuto 42: Bruno Fernandes protagoniza una jugada polémica en Libertadores de América entre Boca Juniors.,Roja,Boca Juniors,Etihad,Facundo Tello
Minuto 79: Bruno Fernandes protagoniza una jugada polémica en Monumental entre Liverpool.,Roja,Independiente,Libertadores de América,Wilton Sampaio
Minuto 90: Julián Álvarez protagoniza una jugada polémica en Bombonera entre Boca Juniors.,No penal,River Plate,Old Trafford,Facundo Tello
Minuto 1: Enzo Pérez protagoniza una jugada polémica en Bombonera entre River Plate.,Offside,Liverpool,Libertadores de América,Darío Herrera
Minuto 18: Julián Álvarez protagoniza una jugada polémica en Libertadores de América entre Boca Juniors.,Penal,Boca Juniors,Libertadores de América,Anthony Taylor
Minuto 80: Alan Velasco protagoniza una jugada polémica en Old Trafford entre River Plate.,Penal,Manchester City,Etihad,Facundo Tello
Minuto 58: Alan Velasco protagoniza una jugada polémica en Anfield entre Manchester United.,Amarilla,Liverpool,Libertadores de América,Anthony Taylor
Minuto 74: Edinson Cavani protagoniza una jugada polémica en Libertadores de América entre Boca Juniors.,Gol válido,Independiente,Etihad,Darío Herrera
Minuto 30: Edinson Cavani protagoniza una jugada polémica en Etihad entre Independiente.,Gol anulado,Manchester United,Etihad,Michael Oliver
Minuto 9: Bruno Fernandes protagoniza una jugada polémica en Etihad entre Independiente.,Gol anulado,Manchester City,Monumental,Anthony Taylor
Minuto 79: Edinson Cavani protagoniza una jugada polémica en Anfield entre Manchester United.,No penal,Boca Juniors,Bombonera,Fernando Rapallini
Minuto 45: Erling Haaland protagoniza una jugada polémica en Anfield entre Manchester United.,Penal,River Plate,Bombonera,Fernando Rapallini
Minuto 62: Alan Velasco protagoniza una jugada polémica en Libertadores de América entre Boca Juniors.,Gol válido,Liverpool,Etihad,Darío Herrera
Minuto 47: Enzo Pérez protagoniza una jugada polémica en Monumental entre Manchester City.,Roja,Manchester United,Old Trafford,Wilton Sampaio
Minuto 14: Alan Velasco protagoniza una jugada polémica en Monumental entre Manchester United.,No penal,Manchester City,Old Trafford,Anthony Taylor
Minuto 66: Edinson Cavani protagoniza una jugada polémica en Old Trafford entre Manchester City.,Offside,Boca Juniors,Old Trafford,Anthony Taylor
Minuto 3: Alan Velasco protagoniza una jugada polémica en Etihad entre Boca Juniors.,Penal,Boca Juniors,Old Trafford,Fernando Rapallini
Minuto 40: Edinson Cavani protagoniza una jugada polémica en Bombonera entre Liverpool.,Offside,Independiente,Bombonera,Anthony Taylor
Minuto 35: Julián Álvarez protagoniza una jugada polémica en Etihad entre Manchester City.,Roja,Manchester City,Monumental,Michael Oliver
Minuto 48: Edinson Cavani protagoniza una jugada polémica en Etihad entre Boca Juniors.,Offside,Boca Juniors,Etihad,Michael Oliver
Minuto 39: Edinson Cavani protagoniza una jugada polémica en Old Trafford entre Boca Juniors.,Amarilla,Manchester City,Monumental,Facundo Tello
Minuto 36: Enzo Pérez protagoniza una jugada polémica en Old Trafford entre River Plate.,Amarilla,River Plate,Libertadores de América,Facundo Tello
Minuto 45: Bruno Fernandes protagoniza una jugada polémica en Old Trafford entre River Plate.,No penal,Independiente,Etihad,Wilton Sampaio
Minuto 83: Alan Velasco protagoniza una jugada polémica en Etihad entre Manchester United.,Roja,Manchester United,Bombonera,Darío Herrera
Minuto 21: Bruno Fernandes protagoniza una jugada polémica en Bombonera entre Liverpool.,Amarilla,Manchester United,Anfield,Facundo Tello
Minuto 23: Erling Haaland protagoniza una jugada polémica en Monumental entre Liverpool.,Gol válido,Independiente,Anfield,Michael Oliver
Minuto 13: Enzo Pérez protagoniza una jugada polémica en Bombonera entre Boca Juniors.,Gol anulado,Independiente,Old Trafford,Fernando Rapallini
Minuto 90: Julián Álvarez protagoniza una jugada polémica en Old Trafford entre Independiente.,Penal,Manchester City,Bombonera,Darío Herrera
Minuto 85: Edinson Cavani protagoniza una jugada polémica en Old Trafford entre Manchester United.,No penal,Liverpool,Old Trafford,Wilton Sampaio
Minuto 1: Julián Álvarez protagoniza una jugada polémica en Etihad entre Liverpool.,No penal,Manchester United,Old Trafford,Anthony Taylor
Minuto 14: Alan Velasco protagoniza una jugada polémica en Libertadores de América entre Liverpool.,Gol válido,Independiente,Bombonera,Anthony Taylor
Minuto 18: Alan Velasco protagoniza una jugada polémica en Monumental entre River Plate.,Amarilla,Boca Juniors,Etihad,Facundo Tello
Minuto 6: Erling Haaland protagoniza una jugada polémica en Old Trafford entre Liverpool.,Offside,Liverpool,Monumental,Wilton Sampaio
Minuto 44: Alan Velasco protagoniza una jugada polémica en Etihad entre Manchester City.,Gol anulado,Boca Juniors,Etihad,Darío Herrera
